source_row,vehicle_group,source_full_item_name,source_item_name,system_category,source_item_group,source_unit,normalized_uom,item_code,item_name,catalog_type,stock_item,source_qty,source_exclusive,source_vat,source_inclusive,vat_arithmetic_delta,price_status,status,review_reason,dedup_key,source_section
170,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine SFT-RR Axle (Differential shaft LH),SFT-RR Axle (Differential shaft LH),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SFT-RR-AXLE-DIFFERENTIAL-SHAFT-LH,Nissan Navara – YD25 engine - SFT-RR Axle (Differential shaft LH),stock,1,1,1047762.34,188597.22,1236359.56,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SFT RR AXLE DIFFERENTIAL SHAFT LH,Transmission System
171,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Seal - Grease R (Grease seal),Seal - Grease R (Grease seal),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SEAL-GREASE-R-GREASE-SEAL,Nissan Navara – YD25 engine - Seal - Grease R (Grease seal),stock,1,2,68200.96,12276.17,80477.13,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SEAL GREASE R GREASE SEAL,Transmission System
172,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine BRG Assy - Tape,BRG Assy - Tape,Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BRG-ASSY-TAPE,Nissan Navara – YD25 engine - BRG Assy - Tape,stock,1,2,420227.23,75640.90,495868.13,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BRG ASSY TAPE,Transmission System
173,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine FLYWHELL ASSY,FLYWHELL ASSY,Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-FLYWHELL-ASSY,Nissan Navara – YD25 engine - FLYWHELL ASSY,stock,1,1,5130553.52,923499.63,6054053.15,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,FLYWHELL ASSY,Transmission System
174,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Seal (Transfer case seal),Seal (Transfer case seal),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SEAL-TRANSFER-CASE-SEAL,Nissan Navara – YD25 engine - Seal (Transfer case seal),stock,1,1,28287.57,5091.76,33379.33,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SEAL TRANSFER CASE SEAL,Transmission System
175,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine INSULATOR-ENGIN (Gearbox mountings),INSULATOR-ENGIN (Gearbox mountings),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-INSULATOR-ENGIN-GEARBOX-MOUNTINGS,Nissan Navara – YD25 engine - INSULATOR-ENGIN (Gearbox mountings),stock,1,2,463449.94,83420.99,546870.93,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,INSULATOR ENGIN GEARBOX MOUNTINGS,Transmission System
176,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine Case Transfer F (Transfer case, front)","Case Transfer F (Transfer case, front)",Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-CASE-TRANSFER-F-TRANSFER-CASE-FRONT,"Nissan Navara – YD25 engine - Case Transfer F (Transfer case, front)",stock,1,1,2213178.54,398372.14,2611550.68,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,CASE TRANSFER F TRANSFER CASE FRONT,Transmission System
177,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine Case (Transfer case, center)","Case (Transfer case, center)",Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-CASE-TRANSFER-CASE-CENTER,"Nissan Navara – YD25 engine - Case (Transfer case, center)",stock,1,1,2348774.70,422779.45,2771554.15,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,CASE TRANSFER CASE CENTER,Transmission System
178,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine CASE-TRANSFER (Differential case),CASE-TRANSFER (Differential case),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-CASE-TRANSFER-DIFFERENTIAL-CASE,Nissan Navara – YD25 engine - CASE-TRANSFER (Differential case),stock,1,1,2905576.50,523003.77,3428580.27,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,CASE TRANSFER DIFFERENTIAL CASE,Transmission System
179,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine High gear cover,High gear cover,Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-HIGH-GEAR-COVER,Nissan Navara – YD25 engine - High gear cover,stock,1,1,3223311.22,580196.02,3803507.24,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,HIGH GEAR COVER,Transmission System
180,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Cross bearing,Cross bearing,Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-CROSS-BEARING,Nissan Navara – YD25 engine - Cross bearing,stock,1,1,400754.72,72135.85,472890.57,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,CROSS BEARING,Transmission System
183,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Alloy Wheel (Rim),Alloy Wheel (Rim),Wheels And Tyres,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ALLOY-WHEEL-RIM,Nissan Navara – YD25 engine - Alloy Wheel (Rim),stock,1,4,6054633.29,1089833.99,7144467.28,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ALLOY WHEEL RIM,Wheels And Tyres
184,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Tyre repair (per tyre),Tyre repair (per tyre),Wheels And Tyres,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-TYRE-REPAIR-PER-TYRE,Nissan Navara – YD25 engine - Tyre repair (per tyre),stock,1,1,30516.13,5492.90,36009.03,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,TYRE REPAIR PER TYRE,Wheels And Tyres
185,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine WRENCH WHL NUT (Wheel spanner),WRENCH WHL NUT (Wheel spanner),Wheels And Tyres,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-WRENCH-WHL-NUT-WHEEL-SPANNER,Nissan Navara – YD25 engine - WRENCH WHL NUT (Wheel spanner),stock,1,1,60402.45,10872.44,71274.89,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,WRENCH WHL NUT WHEEL SPANNER,Wheels And Tyres
186,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine WHEEL BOLT (Wheel stud, front)","WHEEL BOLT (Wheel stud, front)",Wheels And Tyres,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-WHEEL-BOLT-WHEEL-STUD-FRONT,"Nissan Navara – YD25 engine - WHEEL BOLT (Wheel stud, front)",stock,1,12,118272.54,21289.06,139561.60,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,WHEEL BOLT WHEEL STUD FRONT,Wheels And Tyres
187,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine BOLT-HUB (Wheel stud,rear)","BOLT-HUB (Wheel stud,rear)",Wheels And Tyres,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BOLT-HUB-WHEEL-STUD-REAR,"Nissan Navara – YD25 engine - BOLT-HUB (Wheel stud,rear)",stock,1,12,131394.75,23651.06,155045.81,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BOLT HUB WHEEL STUD REAR,Wheels And Tyres
190,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Compressor (AC pump),Compressor (AC pump),Air Conditioning System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-COMPRESSOR-AC-PUMP,Nissan Navara – YD25 engine - Compressor (AC pump),stock,1,1,6497435.90,1169538.46,7666974.36,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,COMPRESSOR AC PUMP,Air Conditioning System
191,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Pipe Assy-Fr cooler High (Condenser),Pipe Assy-Fr cooler High (Condenser),Air Conditioning System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-PIPE-ASSY-FR-COOLER-HIGH-CONDENSER,Nissan Navara – YD25 engine - Pipe Assy-Fr cooler High (Condenser),stock,1,1,934712.79,168248.30,1102961.09,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,PIPE ASSY FR COOLER HIGH CONDENSER,Air Conditioning System
192,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine VALVE-EXPANSION (Expansion valve),VALVE-EXPANSION (Expansion valve),Air Conditioning System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-VALVE-EXPANSION-EXPANSION-VALVE,Nissan Navara – YD25 engine - VALVE-EXPANSION (Expansion valve),stock,1,1,658527.70,118534.99,777062.69,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,VALVE EXPANSION EXPANSION VALVE,Air Conditioning System
193,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Evaporator Assy (Ac evaporator),Evaporator Assy (Ac evaporator),Air Conditioning System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-EVAPORATOR-ASSY-AC-EVAPORATOR,Nissan Navara – YD25 engine - Evaporator Assy (Ac evaporator),stock,1,1,4782340.17,860821.23,5643161.40,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,EVAPORATOR ASSY AC EVAPORATOR,Air Conditioning System
194,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine RELAY-LIGHT (AC relay),RELAY-LIGHT (AC relay),Air Conditioning System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-RELAY-LIGHT-AC-RELAY,Nissan Navara – YD25 engine - RELAY-LIGHT (AC relay),stock,1,1,130689.72,23524.15,154213.87,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,RELAY LIGHT AC RELAY,Air Conditioning System
195,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine CONT ASSY-AIR C (AC selector knob assy),CONT ASSY-AIR C (AC selector knob assy),Air Conditioning System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-CONT-ASSY-AIR-C-AC-SELECTOR-KNOB-ASSY,Nissan Navara – YD25 engine - CONT ASSY-AIR C (AC selector knob assy),stock,1,1,1123373.32,202207.20,1325580.52,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,CONT ASSY AIR C AC SELECTOR KNOB ASSY,Air Conditioning System
196,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Ac gas,Ac gas,Air Conditioning System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-AC-GAS,Nissan Navara – YD25 engine - Ac gas,stock,1,1,354.00,63.72,417.72,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,AC GAS,Air Conditioning System
197,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine AC pipe brazing,AC pipe brazing,Air Conditioning System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-AC-PIPE-BRAZING,Nissan Navara – YD25 engine - AC pipe brazing,stock,1,,350000.00,63000.00,413000.00,0.00,not_imported,excluded_incomplete_missing_qty,quantity is missing; confirm quantity before importing,AC PIPE BRAZING,Air Conditioning System
200,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine BLADE ASSY WIND,BLADE ASSY WIND,Wiper System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BLADE-ASSY-WIND,Nissan Navara – YD25 engine - BLADE ASSY WIND,stock,1,1,160454.90,28881.88,189336.78,0.00,not_imported,review_source_duplicate_conflict,same normalized item name has multiple source variants/prices,BLADE ASSY WIND,Wiper System
201,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine BLADE ASSY WIND,BLADE ASSY WIND,Wiper System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BLADE-ASSY-WIND,Nissan Navara – YD25 engine - BLADE ASSY WIND,stock,1,1,138128.54,24863.14,162991.68,0.00,not_imported,review_source_duplicate_conflict,same normalized item name has multiple source variants/prices,BLADE ASSY WIND,Wiper System
202,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine MOTOR A-WIPER (Wiper motor),MOTOR A-WIPER (Wiper motor),Wiper System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-MOTOR-A-WIPER-WIPER-MOTOR,Nissan Navara – YD25 engine - MOTOR A-WIPER (Wiper motor),stock,1,1,1580060.73,284410.93,1864471.66,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,MOTOR A WIPER WIPER MOTOR,Wiper System
203,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Wiper Arm,Wiper Arm,Wiper System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-WIPER-ARM,Nissan Navara – YD25 engine - Wiper Arm,stock,1,2,235998.32,42479.70,278478.02,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,WIPER ARM,Wiper System
204,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Wiper hose,Wiper hose,Wiper System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-WIPER-HOSE,Nissan Navara – YD25 engine - Wiper hose,stock,1,1,281159.33,50608.68,331768.01,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,WIPER HOSE,Wiper System
207,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Bulb Head Lamp,Bulb Head Lamp,Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BULB-HEAD-LAMP,Nissan Navara – YD25 engine - Bulb Head Lamp,stock,1,2,367741.90,66193.54,433935.44,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BULB HEAD LAMP,Electrical System
208,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine LAMP ASSY-LH (Headlamp LHS),LAMP ASSY-LH (Headlamp LHS),Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LAMP-ASSY-LH-HEADLAMP-LHS,Nissan Navara – YD25 engine - LAMP ASSY-LH (Headlamp LHS),stock,1,1,865101.78,155718.32,1020820.10,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LAMP ASSY LH HEADLAMP LHS,Electrical System
209,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine LAMP ASSY-HEAD (Headlamp RHS),LAMP ASSY-HEAD (Headlamp RHS),Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LAMP-ASSY-HEAD-HEADLAMP-RHS,Nissan Navara – YD25 engine - LAMP ASSY-HEAD (Headlamp RHS),stock,1,1,865101.78,155718.32,1020820.10,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LAMP ASSY HEAD HEADLAMP RHS,Electrical System
210,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Plug-glow (Glow plugs),Plug-glow (Glow plugs),Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-PLUG-GLOW-GLOW-PLUGS,Nissan Navara – YD25 engine - Plug-glow (Glow plugs),stock,1,4,1276537.70,229776.79,1506314.49,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,PLUG GLOW GLOW PLUGS,Electrical System
211,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Bulb 12V5W (Parking bulb),Bulb 12V5W (Parking bulb),Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BULB-12V5W-PARKING-BULB,Nissan Navara – YD25 engine - Bulb 12V5W (Parking bulb),stock,1,2,21028.59,3785.15,24813.74,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BULB 12V5W PARKING BULB,Electrical System
212,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Double filament round based (Brake bulb),Double filament round based (Brake bulb),Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-DOUBLE-FILAMENT-ROUND-BASED-BRAKE-BULB,Nissan Navara – YD25 engine - Double filament round based (Brake bulb),stock,1,2,76129.03,13703.23,89832.26,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,DOUBLE FILAMENT ROUND BASED BRAKE BULB,Electrical System
213,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine BULB (Brake bulb, single filament)","BULB (Brake bulb, single filament)",Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BULB-BRAKE-BULB-SINGLE-FILAMENT,"Nissan Navara – YD25 engine - BULB (Brake bulb, single filament)",stock,1,2,6215.78,1118.84,7334.62,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BULB BRAKE BULB SINGLE FILAMENT,Electrical System
214,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine BODY-COMB SW (Spiral cable),BODY-COMB SW (Spiral cable),Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BODY-COMB-SW-SPIRAL-CABLE,Nissan Navara – YD25 engine - BODY-COMB SW (Spiral cable),stock,1,1,146790.32,26422.26,173212.58,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BODY COMB SW SPIRAL CABLE,Electrical System
215,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Fuse-mini 10A,Fuse-mini 10A,Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-FUSE-MINI-10A,Nissan Navara – YD25 engine - Fuse-mini 10A,stock,1,1,1741.00,313.38,2054.38,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,FUSE MINI 10A,Electrical System
216,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Fuse-mini 15AM,Fuse-mini 15AM,Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-FUSE-MINI-15AM,Nissan Navara – YD25 engine - Fuse-mini 15AM,stock,1,1,8920.80,1605.74,10526.54,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,FUSE MINI 15AM,Electrical System
217,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Fuse-mini,Fuse-mini,Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-FUSE-MINI,Nissan Navara – YD25 engine - Fuse-mini,stock,1,1,8920.80,1605.74,10526.54,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,FUSE MINI,Electrical System
218,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine ALTERNATOR ASSY,ALTERNATOR ASSY,Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ALTERNATOR-ASSY,Nissan Navara – YD25 engine - ALTERNATOR ASSY,stock,1,1,3554030.29,639725.45,4193755.74,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ALTERNATOR ASSY,Electrical System
219,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine LAMP ASSY-FOG L,LAMP ASSY-FOG L,Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LAMP-ASSY-FOG-L,Nissan Navara – YD25 engine - LAMP ASSY-FOG L,stock,1,1,1256278.86,226130.19,1482409.05,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LAMP ASSY FOG L,Electrical System
220,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine LAMP ASSY-FOG,R","LAMP ASSY-FOG,R",Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LAMP-ASSY-FOG-R,"Nissan Navara – YD25 engine - LAMP ASSY-FOG,R",stock,1,1,1256278.86,226130.19,1482409.05,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LAMP ASSY FOG R,Electrical System
221,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Bulb-fog Lamp,Bulb-fog Lamp,Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BULB-FOG-LAMP,Nissan Navara – YD25 engine - Bulb-fog Lamp,stock,1,2,240832.82,43349.91,284182.73,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BULB FOG LAMP,Electrical System
222,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine SW-AUTO-POWER-W (Power window switch, main)","SW-AUTO-POWER-W (Power window switch, main)",Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SW-AUTO-POWER-W-POWER-WINDOW-SWITCH-MAIN,"Nissan Navara – YD25 engine - SW-AUTO-POWER-W (Power window switch, main)",stock,1,1,884914.58,159284.62,1044199.20,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SW AUTO POWER W POWER WINDOW SWITCH MAIN,Electrical System
223,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine SITCH ASSY (Power window switch, rear)","SITCH ASSY (Power window switch, rear)",Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SITCH-ASSY-POWER-WINDOW-SWITCH-REAR,"Nissan Navara – YD25 engine - SITCH ASSY (Power window switch, rear)",stock,1,2,611132.35,110003.82,721136.17,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SITCH ASSY POWER WINDOW SWITCH REAR,Electrical System
224,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine SW ASSY-P/WINDW (Power window switch, co-driver's door)","SW ASSY-P/WINDW (Power window switch, co-driver's door)",Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SW-ASSY-P-WINDW-POWER-WINDOW-SWITCH-CO-DRIVER-S-DOOR,"Nissan Navara – YD25 engine - SW ASSY-P/WINDW (Power window switch, co-driver's door)",stock,1,1,418184.08,75273.13,493457.21,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SW ASSY P WINDW POWER WINDOW SWITCH CO DRIVER S DOOR,Electrical System
225,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Regulator Assy- (Driver's door regulator),Regulator Assy- (Driver's door regulator),Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-REGULATOR-ASSY-DRIVER-S-DOOR-REGULATOR,Nissan Navara – YD25 engine - Regulator Assy- (Driver's door regulator),stock,1,1,470226.87,84640.84,554867.71,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,REGULATOR ASSY DRIVER S DOOR REGULATOR,Electrical System
226,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine REGULATOR-DOOR (Co-driver's door regulator),REGULATOR-DOOR (Co-driver's door regulator),Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-REGULATOR-DOOR-CO-DRIVER-S-DOOR-REGULATOR,Nissan Navara – YD25 engine - REGULATOR-DOOR (Co-driver's door regulator),stock,1,1,432040.10,77767.22,509807.32,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,REGULATOR DOOR CO DRIVER S DOOR REGULATOR,Electrical System
227,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine Door regulator (Window regulator, rear door)","Door regulator (Window regulator, rear door)",Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-DOOR-REGULATOR-WINDOW-REGULATOR-REAR-DOOR,"Nissan Navara – YD25 engine - Door regulator (Window regulator, rear door)",stock,1,1,470226.87,84640.84,554867.71,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,DOOR REGULATOR WINDOW REGULATOR REAR DOOR,Electrical System
228,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Starter Motor,Starter Motor,Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-STARTER-MOTOR,Nissan Navara – YD25 engine - Starter Motor,stock,1,1,3622967.10,652134.08,4275101.18,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,STARTER MOTOR,Electrical System
229,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Lamp Assy Rr.** (Tail lamp RHS),Lamp Assy Rr.** (Tail lamp RHS),Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LAMP-ASSY-RR-TAIL-LAMP-RHS,Nissan Navara – YD25 engine - Lamp Assy Rr.** (Tail lamp RHS),stock,1,1,595578.51,107204.13,702782.64,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LAMP ASSY RR TAIL LAMP RHS,Electrical System
230,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Lamp Assy Rr.** (Tail lamp LHS),Lamp Assy Rr.** (Tail lamp LHS),Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LAMP-ASSY-RR-TAIL-LAMP-LHS,Nissan Navara – YD25 engine - Lamp Assy Rr.** (Tail lamp LHS),stock,1,1,630196.97,113435.45,743632.42,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LAMP ASSY RR TAIL LAMP LHS,Electrical System
231,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine 70 Amp Maintenance free battery,70 Amp Maintenance free battery,Electrical System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-70-AMP-MAINTENANCE-FREE-BATTERY,Nissan Navara – YD25 engine - 70 Amp Maintenance free battery,stock,1,1,545935.49,98268.39,644203.88,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,70 AMP MAINTENANCE FREE BATTERY,Electrical System
